Notes,County,County Code,Deaths,Population,Crude Rate
,"Gillespie County, TX",48171,209,Not Applicable,Not Applicable
,"Glasscock County, TX",48173,Suppressed,Not Applicable,Not Applicable
,"Goliad County, TX",48175,44,Not Applicable,Not Applicable
,"Gonzales County, TX",48177,163,Not Applicable,Not Applicable
,"Gray County, TX",48179,176,Not Applicable,Not Applicable
,"Grayson County, TX",48181,1144,Not Applicable,Not Applicable
,"Gregg County, TX",48183,1037,Not Applicable,Not Applicable
,"Grimes County, TX",48185,205,Not Applicable,Not Applicable
,"Guadalupe County, TX",48187,706,Not Applicable,Not Applicable
,"Hale County, TX",48189,293,Not Applicable,Not Applicable
,"Hall County, TX",48191,36,Not Applicable,Not Applicable
,"Hamilton County, TX",48193,76,Not Applicable,Not Applicable
,"Hansford County, TX",48195,53,Not Applicable,Not Applicable
,"Hardeman County, TX",48197,57,Not Applicable,Not Applicable
,"Hardin County, TX",48199,399,Not Applicable,Not Applicable
,"Harris County, TX",48201,19357,Not Applicable,Not Applicable
,"Harrison County, TX",48203,458,Not Applicable,Not Applicable
,"Hartley County, TX",48205,39,Not Applicable,Not Applicable
,"Haskell County, TX",48207,55,Not Applicable,Not Applicable
,"Hays County, TX",48209,699,Not Applicable,Not Applicable
,"Hemphill County, TX",48211,18,Not Applicable,Not Applicable
,"Henderson County, TX",48213,758,Not Applicable,Not Applicable
,"Hidalgo County, TX",48215,5089,Not Applicable,Not Applicable
,"Hill County, TX",48217,313,Not Applicable,Not Applicable
,"Hockley County, TX",48219,221,Not Applicable,Not Applicable
,"Hood County, TX",48221,556,Not Applicable,Not Applicable
,"Hopkins County, TX",48223,326,Not Applicable,Not Applicable
,"Houston County, TX",48225,203,Not Applicable,Not Applicable
,"Howard County, TX",48227,304,Not Applicable,Not Applicable
,"Hudspeth County, TX",48229,20,Not Applicable,Not Applicable
,"Hunt County, TX",48231,662,Not Applicable,Not Applicable
,"Hutchinson County, TX",48233,191,Not Applicable,Not Applicable
,"Irion County, TX",48235,Suppressed,Not Applicable,Not Applicable
,"Jack County, TX",48237,65,Not Applicable,Not Applicable
,"Jackson County, TX",48239,119,Not Applicable,Not Applicable
,"Jasper County, TX",48241,314,Not Applicable,Not Applicable
,"Jeff Davis County, TX",48243,16,Not Applicable,Not Applicable
,"Jefferson County, TX",48245,1840,Not Applicable,Not Applicable
,"Jim Hogg County, TX",48247,41,Not Applicable,Not Applicable
,"Jim Wells County, TX",48249,314,Not Applicable,Not Applicable
,"Johnson County, TX",48251,1093,Not Applicable,Not Applicable
,"Jones County, TX",48253,167,Not Applicable,Not Applicable
,"Karnes County, TX",48255,114,Not Applicable,Not Applicable
,"Kaufman County, TX",48257,764,Not Applicable,Not Applicable
,"Kendall County, TX",48259,249,Not Applicable,Not Applicable
,"Kenedy County, TX",48261,Suppressed,Not Applicable,Not Applicable
,"Kent County, TX",48263,11,Not Applicable,Not Applicable
,"Kerr County, TX",48265,495,Not Applicable,Not Applicable
,"Kimble County, TX",48267,32,Not Applicable,Not Applicable
,"King County, TX",48269,Suppressed,Not Applicable,Not Applicable
,"Kinney County, TX",48271,24,Not Applicable,Not Applicable
,"Kleberg County, TX",48273,219,Not Applicable,Not Applicable
,"Knox County, TX",48275,50,Not Applicable,Not Applicable
,"Lamar County, TX",48277,479,Not Applicable,Not Applicable
,"Lamb County, TX",48279,155,Not Applicable,Not Applicable
,"Lampasas County, TX",48281,151,Not Applicable,Not Applicable
,"La Salle County, TX",48283,44,Not Applicable,Not Applicable
,"Lavaca County, TX",48285,242,Not Applicable,Not Applicable
,"Lee County, TX",48287,134,Not Applicable,Not Applicable
,"Leon County, TX",48289,129,Not Applicable,Not Applicable
,"Liberty County, TX",48291,433,Not Applicable,Not Applicable
,"Limestone County, TX",48293,227,Not Applicable,Not Applicable
,"Lipscomb County, TX",48295,24,Not Applicable,Not Applicable
,"Live Oak County, TX",48297,80,Not Applicable,Not Applicable
,"Llano County, TX",48299,208,Not Applicable,Not Applicable
,"Loving County, TX",48301,0,Not Applicable,Not Applicable
,"Lubbock County, TX",48303,2157,Not Applicable,Not Applicable
,"Lynn County, TX",48305,60,Not Applicable,Not Applicable
,"McCulloch County, TX",48307,74,Not Applicable,Not Applicable
,"McLennan County, TX",48309,1789,Not Applicable,Not Applicable
,"McMullen County, TX",48311,10,Not Applicable,Not Applicable
,"Madison County, TX",48313,92,Not Applicable,Not Applicable
,"Marion County, TX",48315,115,Not Applicable,Not Applicable
,"Martin County, TX",48317,47,Not Applicable,Not Applicable
,"Mason County, TX",48319,24,Not Applicable,Not Applicable
,"Matagorda County, TX",48321,288,Not Applicable,Not Applicable
,"Maverick County, TX",48323,467,Not Applicable,Not Applicable
,"Medina County, TX",48325,283,Not Applicable,Not Applicable
,"Menard County, TX",48327,21,Not Applicable,Not Applicable
,"Midland County, TX",48329,816,Not Applicable,Not Applicable
,"Milam County, TX",48331,173,Not Applicable,Not Applicable
,"Mills County, TX",48333,52,Not Applicable,Not Applicable
,"Mitchell County, TX",48335,59,Not Applicable,Not Applicable
,"Montague County, TX",48337,244,Not Applicable,Not Applicable
,"Montgomery County, TX",48339,2246,Not Applicable,Not Applicable
,"Moore County, TX",48341,132,Not Applicable,Not Applicable
,"Morris County, TX",48343,114,Not Applicable,Not Applicable
,"Motley County, TX",48345,18,Not Applicable,Not Applicable
,"Nacogdoches County, TX",48347,442,Not Applicable,Not Applicable
,"Navarro County, TX",48349,407,Not Applicable,Not Applicable
,"Newton County, TX",48351,115,Not Applicable,Not Applicable
,"Nolan County, TX",48353,135,Not Applicable,Not Applicable
,"Nueces County, TX",48355,2130,Not Applicable,Not Applicable
,"Ochiltree County, TX",48357,63,Not Applicable,Not Applicable
,"Oldham County, TX",48359,12,Not Applicable,Not Applicable
,"Orange County, TX",48361,598,Not Applicable,Not Applicable
,"Palo Pinto County, TX",48363,266,Not Applicable,Not Applicable
,"Panola County, TX",48365,206,Not Applicable,Not Applicable
,"Parker County, TX",48367,832,Not Applicable,Not Applicable
,"Parmer County, TX",48369,97,Not Applicable,Not Applicable
,"Pecos County, TX",48371,138,Not Applicable,Not Applicable
,"Polk County, TX",48373,462,Not Applicable,Not Applicable
,"Potter County, TX",48375,1006,Not Applicable,Not Applicable
,"Presidio County, TX",48377,44,Not Applicable,Not Applicable
,"Rains County, TX",48379,118,Not Applicable,Not Applicable
,"Randall County, TX",48381,756,Not Applicable,Not Applicable
,"Reagan County, TX",48383,22,Not Applicable,Not Applicable
,"Real County, TX",48385,35,Not Applicable,Not Applicable
,"Red River County, TX",48387,137,Not Applicable,Not Applicable
,"Reeves County, TX",48389,99,Not Applicable,Not Applicable
,"Refugio County, TX",48391,70,Not Applicable,Not Applicable
,"Roberts County, TX",48393,Suppressed,Not Applicable,Not Applicable
,"Robertson County, TX",48395,127,Not Applicable,Not Applicable
,"Rockwall County, TX",48397,436,Not Applicable,Not Applicable
,"Runnels County, TX",48399,102,Not Applicable,Not Applicable
,"Rusk County, TX",48401,405,Not Applicable,Not Applicable
,"Sabine County, TX",48403,109,Not Applicable,Not Applicable
,"San Augustine County, TX",48405,117,Not Applicable,Not Applicable
,"San Jacinto County, TX",48407,180,Not Applicable,Not Applicable
,"San Patricio County, TX",48409,421,Not Applicable,Not Applicable
,"San Saba County, TX",48411,46,Not Applicable,Not Applicable
,"Schleicher County, TX",48413,14,Not Applicable,Not Applicable
,"Scurry County, TX",48415,149,Not Applicable,Not Applicable
,"Shackelford County, TX",48417,26,Not Applicable,Not Applicable
,"Shelby County, TX",48419,195,Not Applicable,Not Applicable
,"Sherman County, TX",48421,23,Not Applicable,Not Applicable
,"Smith County, TX",48423,1815,Not Applicable,Not Applicable
,"Somervell County, TX",48425,74,Not Applicable,Not Applicable
,"Starr County, TX",48427,496,Not Applicable,Not Applicable
,"Stephens County, TX",48429,79,Not Applicable,Not Applicable
,"Sterling County, TX",48431,12,Not Applicable,Not Applicable
,"Stonewall County, TX",48433,22,Not Applicable,Not Applicable
,"Sutton County, TX",48435,32,Not Applicable,Not Applicable
,"Swisher County, TX",48437,68,Not Applicable,Not Applicable
,"Tarrant County, TX",48439,10367,Not Applicable,Not Applicable
,"Taylor County, TX",48441,1088,Not Applicable,Not Applicable
,"Terrell County, TX",48443,Suppressed,Not Applicable,Not Applicable
,"Terry County, TX",48445,117,Not Applicable,Not Applicable
,"Throckmorton County, TX",48447,Suppressed,Not Applicable,Not Applicable
,"Titus County, TX",48449,190,Not Applicable,Not Applicable
,"Tom Green County, TX",48451,783,Not Applicable,Not Applicable
,"Travis County, TX",48453,3801,Not Applicable,Not Applicable
,"Trinity County, TX",48455,158,Not Applicable,Not Applicable
,"Tyler County, TX",48457,190,Not Applicable,Not Applicable
,"Upshur County, TX",48459,315,Not Applicable,Not Applicable
,"Upton County, TX",48461,28,Not Applicable,Not Applicable
,"Uvalde County, TX",48463,210,Not Applicable,Not Applicable
,"Val Verde County, TX",48465,388,Not Applicable,Not Applicable
,"Van Zandt County, TX",48467,480,Not Applicable,Not Applicable
,"Victoria County, TX",48469,675,Not Applicable,Not Applicable
,"Walker County, TX",48471,414,Not Applicable,Not Applicable
,"Waller County, TX",48473,241,Not Applicable,Not Applicable
,"Ward County, TX",48475,84,Not Applicable,Not Applicable
,"Washington County, TX",48477,300,Not Applicable,Not Applicable
,"Webb County, TX",48479,1447,Not Applicable,Not Applicable
,"Wharton County, TX",48481,346,Not Applicable,Not Applicable
,"Wheeler County, TX",48483,48,Not Applicable,Not Applicable
,"Wichita County, TX",48485,1158,Not Applicable,Not Applicable
,"Wilbarger County, TX",48487,164,Not Applicable,Not Applicable
,"Willacy County, TX",48489,175,Not Applicable,Not Applicable
,"Williamson County, TX",48491,2019,Not Applicable,Not Applicable
,"Wilson County, TX",48493,264,Not Applicable,Not Applicable
,"Winkler County, TX",48495,58,Not Applicable,Not Applicable
,"Wise County, TX",48497,484,Not Applicable,Not Applicable
,"Wood County, TX",48499,465,Not Applicable,Not Applicable
,"Yoakum County, TX",48501,61,Not Applicable,Not Applicable
,"Young County, TX",48503,207,Not Applicable,Not Applicable
,"Zapata County, TX",48505,91,Not Applicable,Not Applicable
,"Zavala County, TX",48507,106,Not Applicable,Not Applicable
Total,,,149592,Not Applicable,Not Applicable
---,,,,,
"Dataset: Underlying Cause of Death, 2018-2021, Single Race",,,,,
Query Parameters:,,,,,
Place of Death: Medical Facility - Inpatient; Medical Facility - Outpatient or ER; Medical Facility - Dead on Arrival; Medical,,,,,
Facility - Status unknown; Hospice facility; Nursing home/long term care,,,,,
States: Texas (48),,,,,
Year/Month: 2020,,,,,
Group By: County,,,,,
Show Totals: True,,,,,
Show Zero Values: True,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information.,,,,,
---,,,,,
"Query Date: Jun 17, 2023 12:06:51 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jun 17, 2023 12:06:51 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,",,,,,
due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#NotApplicableRates.,,,,,
2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality.,,,,,
3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable.,,,,,
