Notes,County,County Code,Deaths,Population,Crude Rate
,"Ector County, TX",48135,766,Not Applicable,Not Applicable
,"Edwards County, TX",48137,13,Not Applicable,Not Applicable
,"Ellis County, TX",48139,831,Not Applicable,Not Applicable
,"El Paso County, TX",48141,3220,Not Applicable,Not Applicable
,"Erath County, TX",48143,190,Not Applicable,Not Applicable
,"Falls County, TX",48145,109,Not Applicable,Not Applicable
,"Fannin County, TX",48147,277,Not Applicable,Not Applicable
,"Fayette County, TX",48149,210,Not Applicable,Not Applicable
,"Fisher County, TX",48151,22,Not Applicable,Not Applicable
,"Floyd County, TX",48153,48,Not Applicable,Not Applicable
,"Foard County, TX",48155,19,Not Applicable,Not Applicable
,"Fort Bend County, TX",48157,2217,Not Applicable,Not Applicable
,"Franklin County, TX",48159,91,Not Applicable,Not Applicable
,"Freestone County, TX",48161,150,Not Applicable,Not Applicable
,"Frio County, TX",48163,99,Not Applicable,Not Applicable
,"Gaines County, TX",48165,72,Not Applicable,Not Applicable
,"Galveston County, TX",48167,1655,Not Applicable,Not Applicable
,"Garza County, TX",48169,26,Not Applicable,Not Applicable
,"Gillespie County, TX",48171,260,Not Applicable,Not Applicable
,"Glasscock County, TX",48173,Suppressed,Not Applicable,Not Applicable
,"Goliad County, TX",48175,44,Not Applicable,Not Applicable
,"Gonzales County, TX",48177,128,Not Applicable,Not Applicable
,"Gray County, TX",48179,181,Not Applicable,Not Applicable
,"Grayson County, TX",48181,973,Not Applicable,Not Applicable
,"Gregg County, TX",48183,863,Not Applicable,Not Applicable
,"Grimes County, TX",48185,156,Not Applicable,Not Applicable
,"Guadalupe County, TX",48187,701,Not Applicable,Not Applicable
,"Hale County, TX",48189,179,Not Applicable,Not Applicable
,"Hall County, TX",48191,23,Not Applicable,Not Applicable
,"Hamilton County, TX",48193,78,Not Applicable,Not Applicable
,"Hansford County, TX",48195,36,Not Applicable,Not Applicable
,"Hardeman County, TX",48197,29,Not Applicable,Not Applicable
,"Hardin County, TX",48199,403,Not Applicable,Not Applicable
,"Harris County, TX",48201,16882,Not Applicable,Not Applicable
,"Harrison County, TX",48203,409,Not Applicable,Not Applicable
,"Hartley County, TX",48205,37,Not Applicable,Not Applicable
,"Haskell County, TX",48207,52,Not Applicable,Not Applicable
,"Hays County, TX",48209,689,Not Applicable,Not Applicable
,"Hemphill County, TX",48211,19,Not Applicable,Not Applicable
,"Henderson County, TX",48213,685,Not Applicable,Not Applicable
,"Hidalgo County, TX",48215,3074,Not Applicable,Not Applicable
,"Hill County, TX",48217,302,Not Applicable,Not Applicable
,"Hockley County, TX",48219,127,Not Applicable,Not Applicable
,"Hood County, TX",48221,526,Not Applicable,Not Applicable
,"Hopkins County, TX",48223,250,Not Applicable,Not Applicable
,"Houston County, TX",48225,189,Not Applicable,Not Applicable
,"Howard County, TX",48227,245,Not Applicable,Not Applicable
,"Hudspeth County, TX",48229,17,Not Applicable,Not Applicable
,"Hunt County, TX",48231,576,Not Applicable,Not Applicable
,"Hutchinson County, TX",48233,123,Not Applicable,Not Applicable
,"Irion County, TX",48235,Suppressed,Not Applicable,Not Applicable
,"Jack County, TX",48237,56,Not Applicable,Not Applicable
,"Jackson County, TX",48239,131,Not Applicable,Not Applicable
,"Jasper County, TX",48241,260,Not Applicable,Not Applicable
,"Jeff Davis County, TX",48243,12,Not Applicable,Not Applicable
,"Jefferson County, TX",48245,1638,Not Applicable,Not Applicable
,"Jim Hogg County, TX",48247,40,Not Applicable,Not Applicable
,"Jim Wells County, TX",48249,286,Not Applicable,Not Applicable
,"Johnson County, TX",48251,939,Not Applicable,Not Applicable
,"Jones County, TX",48253,117,Not Applicable,Not Applicable
,"Karnes County, TX",48255,112,Not Applicable,Not Applicable
,"Kaufman County, TX",48257,637,Not Applicable,Not Applicable
,"Kendall County, TX",48259,221,Not Applicable,Not Applicable
,"Kenedy County, TX",48261,Suppressed,Not Applicable,Not Applicable
,"Kent County, TX",48263,Suppressed,Not Applicable,Not Applicable
,"Kerr County, TX",48265,505,Not Applicable,Not Applicable
,"Kimble County, TX",48267,39,Not Applicable,Not Applicable
,"King County, TX",48269,Suppressed,Not Applicable,Not Applicable
,"Kinney County, TX",48271,24,Not Applicable,Not Applicable
,"Kleberg County, TX",48273,175,Not Applicable,Not Applicable
,"Knox County, TX",48275,39,Not Applicable,Not Applicable
,"Lamar County, TX",48277,375,Not Applicable,Not Applicable
,"Lamb County, TX",48279,111,Not Applicable,Not Applicable
,"Lampasas County, TX",48281,143,Not Applicable,Not Applicable
,"La Salle County, TX",48283,42,Not Applicable,Not Applicable
,"Lavaca County, TX",48285,180,Not Applicable,Not Applicable
,"Lee County, TX",48287,116,Not Applicable,Not Applicable
,"Leon County, TX",48289,120,Not Applicable,Not Applicable
,"Liberty County, TX",48291,445,Not Applicable,Not Applicable
,"Limestone County, TX",48293,201,Not Applicable,Not Applicable
,"Lipscomb County, TX",48295,23,Not Applicable,Not Applicable
,"Live Oak County, TX",48297,63,Not Applicable,Not Applicable
,"Llano County, TX",48299,200,Not Applicable,Not Applicable
,"Loving County, TX",48301,0,Not Applicable,Not Applicable
,"Lubbock County, TX",48303,1695,Not Applicable,Not Applicable
,"Lynn County, TX",48305,37,Not Applicable,Not Applicable
,"McCulloch County, TX",48307,69,Not Applicable,Not Applicable
,"McLennan County, TX",48309,1516,Not Applicable,Not Applicable
,"McMullen County, TX",48311,Suppressed,Not Applicable,Not Applicable
,"Madison County, TX",48313,101,Not Applicable,Not Applicable
,"Marion County, TX",48315,89,Not Applicable,Not Applicable
,"Martin County, TX",48317,48,Not Applicable,Not Applicable
,"Mason County, TX",48319,21,Not Applicable,Not Applicable
,"Matagorda County, TX",48321,233,Not Applicable,Not Applicable
,"Maverick County, TX",48323,285,Not Applicable,Not Applicable
,"Medina County, TX",48325,263,Not Applicable,Not Applicable
,"Menard County, TX",48327,26,Not Applicable,Not Applicable
,"Midland County, TX",48329,698,Not Applicable,Not Applicable
,"Milam County, TX",48331,179,Not Applicable,Not Applicable
,"Mills County, TX",48333,59,Not Applicable,Not Applicable
,"Mitchell County, TX",48335,51,Not Applicable,Not Applicable
,"Montague County, TX",48337,172,Not Applicable,Not Applicable
,"Montgomery County, TX",48339,2102,Not Applicable,Not Applicable
,"Moore County, TX",48341,111,Not Applicable,Not Applicable
,"Morris County, TX",48343,121,Not Applicable,Not Applicable
,"Motley County, TX",48345,11,Not Applicable,Not Applicable
,"Nacogdoches County, TX",48347,385,Not Applicable,Not Applicable
,"Navarro County, TX",48349,340,Not Applicable,Not Applicable
,"Newton County, TX",48351,93,Not Applicable,Not Applicable
,"Nolan County, TX",48353,119,Not Applicable,Not Applicable
,"Nueces County, TX",48355,1687,Not Applicable,Not Applicable
,"Ochiltree County, TX",48357,46,Not Applicable,Not Applicable
,"Oldham County, TX",48359,11,Not Applicable,Not Applicable
,"Orange County, TX",48361,565,Not Applicable,Not Applicable
,"Palo Pinto County, TX",48363,206,Not Applicable,Not Applicable
,"Panola County, TX",48365,158,Not Applicable,Not Applicable
,"Parker County, TX",48367,730,Not Applicable,Not Applicable
,"Parmer County, TX",48369,51,Not Applicable,Not Applicable
,"Pecos County, TX",48371,83,Not Applicable,Not Applicable
,"Polk County, TX",48373,404,Not Applicable,Not Applicable
,"Potter County, TX",48375,778,Not Applicable,Not Applicable
,"Presidio County, TX",48377,27,Not Applicable,Not Applicable
,"Rains County, TX",48379,90,Not Applicable,Not Applicable
,"Randall County, TX",48381,625,Not Applicable,Not Applicable
,"Reagan County, TX",48383,18,Not Applicable,Not Applicable
,"Real County, TX",48385,34,Not Applicable,Not Applicable
,"Red River County, TX",48387,111,Not Applicable,Not Applicable
,"Reeves County, TX",48389,82,Not Applicable,Not Applicable
,"Refugio County, TX",48391,53,Not Applicable,Not Applicable
,"Roberts County, TX",48393,Suppressed,Not Applicable,Not Applicable
,"Robertson County, TX",48395,114,Not Applicable,Not Applicable
,"Rockwall County, TX",48397,449,Not Applicable,Not Applicable
,"Runnels County, TX",48399,93,Not Applicable,Not Applicable
,"Rusk County, TX",48401,346,Not Applicable,Not Applicable
,"Sabine County, TX",48403,94,Not Applicable,Not Applicable
,"San Augustine County, TX",48405,86,Not Applicable,Not Applicable
,"San Jacinto County, TX",48407,157,Not Applicable,Not Applicable
,"San Patricio County, TX",48409,356,Not Applicable,Not Applicable
,"San Saba County, TX",48411,43,Not Applicable,Not Applicable
,"Schleicher County, TX",48413,22,Not Applicable,Not Applicable
,"Scurry County, TX",48415,125,Not Applicable,Not Applicable
,"Shackelford County, TX",48417,13,Not Applicable,Not Applicable
,"Shelby County, TX",48419,172,Not Applicable,Not Applicable
,"Sherman County, TX",48421,17,Not Applicable,Not Applicable
,"Smith County, TX",48423,1463,Not Applicable,Not Applicable
,"Somervell County, TX",48425,68,Not Applicable,Not Applicable
,"Starr County, TX",48427,281,Not Applicable,Not Applicable
,"Stephens County, TX",48429,61,Not Applicable,Not Applicable
,"Sterling County, TX",48431,10,Not Applicable,Not Applicable
,"Stonewall County, TX",48433,14,Not Applicable,Not Applicable
,"Sutton County, TX",48435,16,Not Applicable,Not Applicable
,"Swisher County, TX",48437,56,Not Applicable,Not Applicable
,"Tarrant County, TX",48439,8745,Not Applicable,Not Applicable
,"Taylor County, TX",48441,1006,Not Applicable,Not Applicable
,"Terrell County, TX",48443,Suppressed,Not Applicable,Not Applicable
,"Terry County, TX",48445,76,Not Applicable,Not Applicable
,"Throckmorton County, TX",48447,11,Not Applicable,Not Applicable
,"Titus County, TX",48449,183,Not Applicable,Not Applicable
,"Tom Green County, TX",48451,656,Not Applicable,Not Applicable
,"Travis County, TX",48453,3738,Not Applicable,Not Applicable
,"Trinity County, TX",48455,161,Not Applicable,Not Applicable
,"Tyler County, TX",48457,167,Not Applicable,Not Applicable
,"Upshur County, TX",48459,256,Not Applicable,Not Applicable
,"Upton County, TX",48461,21,Not Applicable,Not Applicable
,"Uvalde County, TX",48463,169,Not Applicable,Not Applicable
,"Val Verde County, TX",48465,255,Not Applicable,Not Applicable
,"Van Zandt County, TX",48467,416,Not Applicable,Not Applicable
,"Victoria County, TX",48469,541,Not Applicable,Not Applicable
,"Walker County, TX",48471,377,Not Applicable,Not Applicable
,"Waller County, TX",48473,194,Not Applicable,Not Applicable
,"Ward County, TX",48475,70,Not Applicable,Not Applicable
,"Washington County, TX",48477,254,Not Applicable,Not Applicable
,"Webb County, TX",48479,852,Not Applicable,Not Applicable
,"Wharton County, TX",48481,297,Not Applicable,Not Applicable
,"Wheeler County, TX",48483,53,Not Applicable,Not Applicable
,"Wichita County, TX",48485,985,Not Applicable,Not Applicable
,"Wilbarger County, TX",48487,123,Not Applicable,Not Applicable
,"Willacy County, TX",48489,109,Not Applicable,Not Applicable
,"Williamson County, TX",48491,1924,Not Applicable,Not Applicable
,"Wilson County, TX",48493,248,Not Applicable,Not Applicable
,"Winkler County, TX",48495,38,Not Applicable,Not Applicable
,"Wise County, TX",48497,396,Not Applicable,Not Applicable
,"Wood County, TX",48499,402,Not Applicable,Not Applicable
,"Yoakum County, TX",48501,39,Not Applicable,Not Applicable
,"Young County, TX",48503,164,Not Applicable,Not Applicable
,"Zapata County, TX",48505,64,Not Applicable,Not Applicable
,"Zavala County, TX",48507,86,Not Applicable,Not Applicable
Total,,,125776,Not Applicable,Not Applicable
---,,,,,
"Dataset: Underlying Cause of Death, 2018-2021, Single Race",,,,,
Query Parameters:,,,,,
Place of Death: Medical Facility - Inpatient; Medical Facility - Outpatient or ER; Medical Facility - Dead on Arrival; Medical,,,,,
Facility - Status unknown; Hospice facility; Nursing home/long term care,,,,,
States: Texas (48),,,,,
Year/Month: 2018,,,,,
Group By: County,,,,,
Show Totals: True,,,,,
Show Zero Values: True,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information.,,,,,
---,,,,,
"Query Date: Jun 17, 2023 12:06:10 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jun 17, 2023 12:06:10 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,",,,,,
due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#NotApplicableRates.,,,,,
2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality.,,,,,
3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable.,,,,,
