Notes,County,County Code,Deaths,Population,Crude Rate
,"Comal County, TX",48091,756,Not Applicable,Not Applicable
,"Comanche County, TX",48093,116,Not Applicable,Not Applicable
,"Concho County, TX",48095,21,Not Applicable,Not Applicable
,"Cooke County, TX",48097,306,Not Applicable,Not Applicable
,"Coryell County, TX",48099,331,Not Applicable,Not Applicable
,"Cottle County, TX",48101,12,Not Applicable,Not Applicable
,"Crane County, TX",48103,33,Not Applicable,Not Applicable
,"Crockett County, TX",48105,32,Not Applicable,Not Applicable
,"Crosby County, TX",48107,46,Not Applicable,Not Applicable
,"Culberson County, TX",48109,19,Not Applicable,Not Applicable
,"Dallam County, TX",48111,26,Not Applicable,Not Applicable
,"Dallas County, TX",48113,10741,Not Applicable,Not Applicable
,"Dawson County, TX",48115,84,Not Applicable,Not Applicable
,"Deaf Smith County, TX",48117,90,Not Applicable,Not Applicable
,"Delta County, TX",48119,26,Not Applicable,Not Applicable
,"Denton County, TX",48121,2560,Not Applicable,Not Applicable
,"DeWitt County, TX",48123,204,Not Applicable,Not Applicable
,"Dickens County, TX",48125,21,Not Applicable,Not Applicable
,"Dimmit County, TX",48127,66,Not Applicable,Not Applicable
,"Donley County, TX",48129,31,Not Applicable,Not Applicable
,"Duval County, TX",48131,74,Not Applicable,Not Applicable
,"Eastland County, TX",48133,175,Not Applicable,Not Applicable
,"Ector County, TX",48135,789,Not Applicable,Not Applicable
,"Edwards County, TX",48137,13,Not Applicable,Not Applicable
,"Ellis County, TX",48139,788,Not Applicable,Not Applicable
,"El Paso County, TX",48141,3162,Not Applicable,Not Applicable
,"Erath County, TX",48143,191,Not Applicable,Not Applicable
,"Falls County, TX",48145,107,Not Applicable,Not Applicable
,"Fannin County, TX",48147,292,Not Applicable,Not Applicable
,"Fayette County, TX",48149,209,Not Applicable,Not Applicable
,"Fisher County, TX",48151,23,Not Applicable,Not Applicable
,"Floyd County, TX",48153,41,Not Applicable,Not Applicable
,"Foard County, TX",48155,15,Not Applicable,Not Applicable
,"Fort Bend County, TX",48157,2261,Not Applicable,Not Applicable
,"Franklin County, TX",48159,63,Not Applicable,Not Applicable
,"Freestone County, TX",48161,151,Not Applicable,Not Applicable
,"Frio County, TX",48163,95,Not Applicable,Not Applicable
,"Gaines County, TX",48165,83,Not Applicable,Not Applicable
,"Galveston County, TX",48167,1684,Not Applicable,Not Applicable
,"Garza County, TX",48169,30,Not Applicable,Not Applicable
,"Gillespie County, TX",48171,222,Not Applicable,Not Applicable
,"Glasscock County, TX",48173,Suppressed,Not Applicable,Not Applicable
,"Goliad County, TX",48175,44,Not Applicable,Not Applicable
,"Gonzales County, TX",48177,142,Not Applicable,Not Applicable
,"Gray County, TX",48179,162,Not Applicable,Not Applicable
,"Grayson County, TX",48181,964,Not Applicable,Not Applicable
,"Gregg County, TX",48183,840,Not Applicable,Not Applicable
,"Grimes County, TX",48185,189,Not Applicable,Not Applicable
,"Guadalupe County, TX",48187,665,Not Applicable,Not Applicable
,"Hale County, TX",48189,217,Not Applicable,Not Applicable
,"Hall County, TX",48191,31,Not Applicable,Not Applicable
,"Hamilton County, TX",48193,73,Not Applicable,Not Applicable
,"Hansford County, TX",48195,41,Not Applicable,Not Applicable
,"Hardeman County, TX",48197,33,Not Applicable,Not Applicable
,"Hardin County, TX",48199,400,Not Applicable,Not Applicable
,"Harris County, TX",48201,16039,Not Applicable,Not Applicable
,"Harrison County, TX",48203,360,Not Applicable,Not Applicable
,"Hartley County, TX",48205,28,Not Applicable,Not Applicable
,"Haskell County, TX",48207,55,Not Applicable,Not Applicable
,"Hays County, TX",48209,681,Not Applicable,Not Applicable
,"Hemphill County, TX",48211,26,Not Applicable,Not Applicable
,"Henderson County, TX",48213,679,Not Applicable,Not Applicable
,"Hidalgo County, TX",48215,3165,Not Applicable,Not Applicable
,"Hill County, TX",48217,282,Not Applicable,Not Applicable
,"Hockley County, TX",48219,131,Not Applicable,Not Applicable
,"Hood County, TX",48221,501,Not Applicable,Not Applicable
,"Hopkins County, TX",48223,269,Not Applicable,Not Applicable
,"Houston County, TX",48225,178,Not Applicable,Not Applicable
,"Howard County, TX",48227,207,Not Applicable,Not Applicable
,"Hudspeth County, TX",48229,22,Not Applicable,Not Applicable
,"Hunt County, TX",48231,583,Not Applicable,Not Applicable
,"Hutchinson County, TX",48233,150,Not Applicable,Not Applicable
,"Irion County, TX",48235,Suppressed,Not Applicable,Not Applicable
,"Jack County, TX",48237,61,Not Applicable,Not Applicable
,"Jackson County, TX",48239,98,Not Applicable,Not Applicable
,"Jasper County, TX",48241,271,Not Applicable,Not Applicable
,"Jeff Davis County, TX",48243,14,Not Applicable,Not Applicable
,"Jefferson County, TX",48245,1536,Not Applicable,Not Applicable
,"Jim Hogg County, TX",48247,29,Not Applicable,Not Applicable
,"Jim Wells County, TX",48249,258,Not Applicable,Not Applicable
,"Johnson County, TX",48251,956,Not Applicable,Not Applicable
,"Jones County, TX",48253,109,Not Applicable,Not Applicable
,"Karnes County, TX",48255,98,Not Applicable,Not Applicable
,"Kaufman County, TX",48257,686,Not Applicable,Not Applicable
,"Kendall County, TX",48259,244,Not Applicable,Not Applicable
,"Kenedy County, TX",48261,Suppressed,Not Applicable,Not Applicable
,"Kent County, TX",48263,Suppressed,Not Applicable,Not Applicable
,"Kerr County, TX",48265,431,Not Applicable,Not Applicable
,"Kimble County, TX",48267,19,Not Applicable,Not Applicable
,"King County, TX",48269,Suppressed,Not Applicable,Not Applicable
,"Kinney County, TX",48271,25,Not Applicable,Not Applicable
,"Kleberg County, TX",48273,193,Not Applicable,Not Applicable
,"Knox County, TX",48275,36,Not Applicable,Not Applicable
,"Lamar County, TX",48277,398,Not Applicable,Not Applicable
,"Lamb County, TX",48279,108,Not Applicable,Not Applicable
,"Lampasas County, TX",48281,147,Not Applicable,Not Applicable
,"La Salle County, TX",48283,24,Not Applicable,Not Applicable
,"Lavaca County, TX",48285,182,Not Applicable,Not Applicable
,"Lee County, TX",48287,92,Not Applicable,Not Applicable
,"Leon County, TX",48289,126,Not Applicable,Not Applicable
,"Liberty County, TX",48291,433,Not Applicable,Not Applicable
,"Limestone County, TX",48293,210,Not Applicable,Not Applicable
,"Lipscomb County, TX",48295,18,Not Applicable,Not Applicable
,"Live Oak County, TX",48297,62,Not Applicable,Not Applicable
,"Llano County, TX",48299,201,Not Applicable,Not Applicable
,"Loving County, TX",48301,Suppressed,Not Applicable,Not Applicable
,"Lubbock County, TX",48303,1629,Not Applicable,Not Applicable
,"Lynn County, TX",48305,33,Not Applicable,Not Applicable
,"McCulloch County, TX",48307,82,Not Applicable,Not Applicable
,"McLennan County, TX",48309,1481,Not Applicable,Not Applicable
,"McMullen County, TX",48311,Suppressed,Not Applicable,Not Applicable
,"Madison County, TX",48313,84,Not Applicable,Not Applicable
,"Marion County, TX",48315,82,Not Applicable,Not Applicable
,"Martin County, TX",48317,33,Not Applicable,Not Applicable
,"Mason County, TX",48319,26,Not Applicable,Not Applicable
,"Matagorda County, TX",48321,258,Not Applicable,Not Applicable
,"Maverick County, TX",48323,290,Not Applicable,Not Applicable
,"Medina County, TX",48325,279,Not Applicable,Not Applicable
,"Menard County, TX",48327,21,Not Applicable,Not Applicable
,"Midland County, TX",48329,728,Not Applicable,Not Applicable
,"Milam County, TX",48331,153,Not Applicable,Not Applicable
,"Mills County, TX",48333,54,Not Applicable,Not Applicable
,"Mitchell County, TX",48335,56,Not Applicable,Not Applicable
,"Montague County, TX",48337,209,Not Applicable,Not Applicable
,"Montgomery County, TX",48339,2094,Not Applicable,Not Applicable
,"Moore County, TX",48341,92,Not Applicable,Not Applicable
,"Morris County, TX",48343,112,Not Applicable,Not Applicable
,"Motley County, TX",48345,20,Not Applicable,Not Applicable
,"Nacogdoches County, TX",48347,375,Not Applicable,Not Applicable
,"Navarro County, TX",48349,349,Not Applicable,Not Applicable
,"Newton County, TX",48351,76,Not Applicable,Not Applicable
,"Nolan County, TX",48353,124,Not Applicable,Not Applicable
,"Nueces County, TX",48355,1666,Not Applicable,Not Applicable
,"Ochiltree County, TX",48357,39,Not Applicable,Not Applicable
,"Oldham County, TX",48359,11,Not Applicable,Not Applicable
,"Orange County, TX",48361,525,Not Applicable,Not Applicable
,"Palo Pinto County, TX",48363,197,Not Applicable,Not Applicable
,"Panola County, TX",48365,166,Not Applicable,Not Applicable
,"Parker County, TX",48367,800,Not Applicable,Not Applicable
,"Parmer County, TX",48369,42,Not Applicable,Not Applicable
,"Pecos County, TX",48371,69,Not Applicable,Not Applicable
,"Polk County, TX",48373,408,Not Applicable,Not Applicable
,"Potter County, TX",48375,851,Not Applicable,Not Applicable
,"Presidio County, TX",48377,29,Not Applicable,Not Applicable
,"Rains County, TX",48379,65,Not Applicable,Not Applicable
,"Randall County, TX",48381,668,Not Applicable,Not Applicable
,"Reagan County, TX",48383,12,Not Applicable,Not Applicable
,"Real County, TX",48385,19,Not Applicable,Not Applicable
,"Red River County, TX",48387,129,Not Applicable,Not Applicable
,"Reeves County, TX",48389,81,Not Applicable,Not Applicable
,"Refugio County, TX",48391,52,Not Applicable,Not Applicable
,"Roberts County, TX",48393,Suppressed,Not Applicable,Not Applicable
,"Robertson County, TX",48395,106,Not Applicable,Not Applicable
,"Rockwall County, TX",48397,399,Not Applicable,Not Applicable
,"Runnels County, TX",48399,100,Not Applicable,Not Applicable
,"Rusk County, TX",48401,346,Not Applicable,Not Applicable
,"Sabine County, TX",48403,103,Not Applicable,Not Applicable
,"San Augustine County, TX",48405,85,Not Applicable,Not Applicable
,"San Jacinto County, TX",48407,164,Not Applicable,Not Applicable
,"San Patricio County, TX",48409,349,Not Applicable,Not Applicable
,"San Saba County, TX",48411,38,Not Applicable,Not Applicable
,"Schleicher County, TX",48413,16,Not Applicable,Not Applicable
,"Scurry County, TX",48415,101,Not Applicable,Not Applicable
,"Shackelford County, TX",48417,22,Not Applicable,Not Applicable
,"Shelby County, TX",48419,190,Not Applicable,Not Applicable
,"Sherman County, TX",48421,22,Not Applicable,Not Applicable
,"Smith County, TX",48423,1435,Not Applicable,Not Applicable
,"Somervell County, TX",48425,62,Not Applicable,Not Applicable
,"Starr County, TX",48427,297,Not Applicable,Not Applicable
,"Stephens County, TX",48429,70,Not Applicable,Not Applicable
,"Sterling County, TX",48431,10,Not Applicable,Not Applicable
,"Stonewall County, TX",48433,15,Not Applicable,Not Applicable
,"Sutton County, TX",48435,20,Not Applicable,Not Applicable
,"Swisher County, TX",48437,55,Not Applicable,Not Applicable
,"Tarrant County, TX",48439,8723,Not Applicable,Not Applicable
,"Taylor County, TX",48441,986,Not Applicable,Not Applicable
,"Terrell County, TX",48443,Suppressed,Not Applicable,Not Applicable
,"Terry County, TX",48445,86,Not Applicable,Not Applicable
,"Throckmorton County, TX",48447,13,Not Applicable,Not Applicable
,"Titus County, TX",48449,176,Not Applicable,Not Applicable
,"Tom Green County, TX",48451,590,Not Applicable,Not Applicable
,"Travis County, TX",48453,3461,Not Applicable,Not Applicable
,"Trinity County, TX",48455,122,Not Applicable,Not Applicable
,"Tyler County, TX",48457,155,Not Applicable,Not Applicable
,"Upshur County, TX",48459,273,Not Applicable,Not Applicable
,"Upton County, TX",48461,16,Not Applicable,Not Applicable
,"Uvalde County, TX",48463,190,Not Applicable,Not Applicable
,"Val Verde County, TX",48465,268,Not Applicable,Not Applicable
,"Van Zandt County, TX",48467,401,Not Applicable,Not Applicable
,"Victoria County, TX",48469,552,Not Applicable,Not Applicable
,"Walker County, TX",48471,333,Not Applicable,Not Applicable
,"Waller County, TX",48473,211,Not Applicable,Not Applicable
,"Ward County, TX",48475,61,Not Applicable,Not Applicable
,"Washington County, TX",48477,221,Not Applicable,Not Applicable
,"Webb County, TX",48479,929,Not Applicable,Not Applicable
,"Wharton County, TX",48481,289,Not Applicable,Not Applicable
,"Wheeler County, TX",48483,36,Not Applicable,Not Applicable
,"Wichita County, TX",48485,971,Not Applicable,Not Applicable
,"Wilbarger County, TX",48487,110,Not Applicable,Not Applicable
,"Willacy County, TX",48489,103,Not Applicable,Not Applicable
,"Williamson County, TX",48491,1863,Not Applicable,Not Applicable
,"Wilson County, TX",48493,251,Not Applicable,Not Applicable
,"Winkler County, TX",48495,47,Not Applicable,Not Applicable
,"Wise County, TX",48497,413,Not Applicable,Not Applicable
,"Wood County, TX",48499,412,Not Applicable,Not Applicable
,"Yoakum County, TX",48501,43,Not Applicable,Not Applicable
,"Young County, TX",48503,159,Not Applicable,Not Applicable
,"Zapata County, TX",48505,66,Not Applicable,Not Applicable
,"Zavala County, TX",48507,63,Not Applicable,Not Applicable
Total,,,123536,Not Applicable,Not Applicable
---,,,,,
"Dataset: Underlying Cause of Death, 2018-2021, Single Race",,,,,
Query Parameters:,,,,,
Place of Death: Medical Facility - Inpatient; Medical Facility - Outpatient or ER; Medical Facility - Dead on Arrival; Medical,,,,,
Facility - Status unknown; Hospice facility; Nursing home/long term care,,,,,
States: Texas (48),,,,,
Year/Month: 2019,,,,,
Group By: County,,,,,
Show Totals: True,,,,,
Show Zero Values: True,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information.,,,,,
---,,,,,
"Query Date: Jun 17, 2023 12:06:34 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jun 17, 2023 12:06:34 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,",,,,,
due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#NotApplicableRates.,,,,,
2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality.,,,,,
3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable.,,,,,
