Notes,County,County Code,Deaths,Population,Crude Rate
,"Pawnee County, OK",40117,230,16376,1404.494382023
,"Payne County, OK",40119,639,81784,781.326420816
,"Pittsburg County, OK",40121,605,43654,1385.898199478
,"Pontotoc County, OK",40123,428,38284,1117.960505694
,"Pottawatomie County, OK",40125,866,72592,1192.968922195
,"Pushmataha County, OK",40127,171,11096,1541.095890411
,"Roger Mills County, OK",40129,41,3583,1144.292492325
,"Rogers County, OK",40131,877,92459,948.528536973
,"Seminole County, OK",40133,348,24258,1434.578283453
,"Sequoyah County, OK",40135,493,41569,1185.979936972
,"Stephens County, OK",40137,605,43143,1402.313237373
,"Texas County, OK",40139,181,19983,905.769904419
,"Tillman County, OK",40141,96,7250,1324.137931035
,"Tulsa County, OK",40143,5980,651552,917.808555572
,"Wagoner County, OK",40145,675,81289,830.370652856
,"Washington County, OK",40147,639,51527,1240.126535603
,"Washita County, OK",40149,137,10916,1255.038475632
,"Woods County, OK",40151,132,8793,1501.194131696
,"Woodward County, OK",40153,197,20211,974.71673841
Total,,,40930,3956971,1034.377052548
---,,,,,
"Dataset: Underlying Cause of Death, 2018-2021, Single Race",,,,,
Query Parameters:,,,,,
States: Oklahoma (40),,,,,
Year/Month: 2019,,,,,
Group By: County,,,,,
Show Totals: True,,,,,
Show Zero Values: True,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information.,,,,,
---,,,,,
"Query Date: Jun 17, 2023 2:05:18 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jun 17, 2023 2:05:18 PM",,,,,
---,,,,,
Caveats:,,,,,
"1. The population figures for year 2021 are single-race estimates of the July 1 resident population, from the Vintage 2021",,,,,
"postcensal series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates",,,,,
"of the July 1 resident population, from the Vintage 2020 postcensal series released by the Census Bureau on July 27, 2021. The",,,,,
"population figures for year 2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal",,,,,
"series released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the",,,,,
"July 1 resident population, from the Vintage 2018 postcensal series released by the Census Bureau on June 20, 2019.",,,,,
2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age,,,,,
Group.,,,,,
